 BARRAS;PRODUCTO;COSTO;
0000077900098;OFF KIDS CREMA X 90;21.317
0000077929778;LYSOFORM x 55 AERO POCKET CLASICO;9.475;
0000077931276;OFF REPEL CREMA x 90 Extra Duraciòn;21.317;
6001298008123;ZIPLOC MULTI-PACK X9U;9.114;
7501032905521;GLADE REFRESH AIR MONTANA      ;22.551;
7501032905538;GLADE REFRESH AIR MANANTIAL   ;22.551;
7501032905545;GLADE REFRESH AIR CITRICA        ;22.551;
7501032905552;GLADE REFRESH AIR MANZANA     ;22.551;
7501032920142;GLADE AUTO FULL ACQUA ;33.269;
7790463001005;BRILLO PARA LAMPAZOS x 1L;12.636;
7790520000026;GLADE AUTO FULL MAÑ DE CAMPO;33.269;
7790520000064;GLADE AUTO REP M CAMPO;29.806;
7790520000125;BLEM  x  200 CREMA JAZMIN;8.885;
7790520000149;BLEM  x  200 CREMA;8.885;
7790520000156;BLEM  x  200 CREMA LAVANDA;8.885;
7790520000255;GLADE ACEITE REP HARMONY;31.741;
7790520000293;GLADE TOQUE FULL HARMONY;16.377;
7790520000309;GLADE TOQUE REP HARMONY;10.701;
7790520000323;MM MULTIUSO GATILLO x 500;14.375;
7790520000330;RAID ESPIRALES VERDE 4x12x4;1.914;
7790520000347;RAID ESPIRALES VERDE x 12;5.772;
7790520000354;RAID ESPIRALES COUNTRY FRESH x 12 ;6.796;
7790520000378;FUYI ESP VERDE EST 4x12x4;2.203;
7790520000385;FUYI ESPIRALES VERDE x 12;6.632;
7790520000392;FUYI ESP LAVANDA x 12;8.029;
7790520000446;LYSOFORM x 360 AERO LAVANDA;16.461;
7790520000521;GLADE CNA LIQ  FULL I LOVE YOU;20.451;
7790520000538;GLADE CAN.LIQ. REP. I LOVE YOU;17.535;
7790520000552;M MUS DISCOS ACTIVOS FULL MARINA;21.961;
7790520000576;M MUS DISCOS ACTIVOS RPTO CITRICA;17.633;
7790520000590;M MUS DISCOS ACTIVOS RPTO MARINA;17.633;
7790520000781;RAID TAB LARGA DUR  X 72;46.668;
7790520000798;ZIPLOC POTE HERMETICO 600 x 1;15.859;
7790520000804;ZIPLOC POTE HERMETICO 900 x 1;16.525;
7790520000835;MM GLADE LIMP LIQ x 4000 LAVANDA;32.038;
7790520000842;MM GLADE LIMP LIQ x 4000 HARMONY;32.038;
7790520000903;MM GLADE LIMP LIQ x 4000 FLORAL PERFEC;32.038;
7790520000910;RAID MATA HORMIGAS AERO;21.307;
7790520000927;RAID HORMIGAS LIQUIDO GATILLO;30.863;
7790520000934;RAID HORMIGAS LIQUIDO REP;19.289;
7790520000941;RAID HORMIGAS POLVO X 250;19.679;
7790520000972;GLADE ACEITE REP VAINILLA;31.741;
7790520001009;MM GLADE LIMP LIQ x 900 LAVANDA;8.378;
7790520001016;MM GLADE LIMP LIQ x 900 PINO;8.378;
7790520001023;MM GLADE LIMP LIQ x 900 FLORAL PERF;8.378;
7790520001054;MM GLADE LIMP LIQ x 900 HARMONY;8.378;
7790520001061;MM GLADE LIMP LIQ x 900 MAÑ DE CAMPO;8.378;
7790520001078;MM GLADE LIMP LIQ x 900 I LOVE YOU;8.378;
7790520001085;MM GLADE LIMP LIQ x 900 BEBE;8.378;
7790520001115;MM GLADE LIMP LIQ x 1800 LAVANDA;15.228;
7790520001122;MM GLADE LIMP LIQ x 4000 MAÑ CAMPO;32.038;
7790520001139;MM GLADE LIMP LIQ x 1800 PINO;15.228;
7790520001146;MM GLADE LIMP LIQ x 1800 FLORAL PERF;15.228;
7790520001221;MR MUSCULO CREMA x 450 LAVANDA;9.734;
7790520001245;MR MUSCULO CREMA x 450 CITRUS;9.734;
7790520001252;MR MUSCULO CREMA x 450 M CAMPO;9.734;
7790520001337;OFF AEROSOL PROT. INTENS. X 165;30.869;
7790520001344;GLADE TOQUE FULL C DE BEBE;16.377;
7790520001368;LYSOFORM PAÑOS x 35u;13.979;
7790520001399;GLADE SENSE SPRAY FULL M CAMPO;98.879;
7790520001412;GLADE SENSE SPRAY REP M CAMPO;37.292;
7790520001436;GLADE SENSE SPRAY REP LINO FRESCO;37.292;
7790520001481;GLADE SENSE SPRAY REP LAV y VAIN;37.292;
7790520001566;GLADE SENSE SPRAY REP FLORAL;37.292;
7790520001598;GLADE ULTRA HARMONY;12.152;
7790520001603;OFF REPEL SPRAY STD BP x 200 E DURAC;34.999;
7790520001611;GLADE ULTRA MAÑANA DE CAMPO;12.152;
7790520001740;GLADE AUTO REP FLORAL FRESH;29.806;
7790520001764;GLADE AUTO REP NEUTRALIZADOR;29.806;
7790520001771;GLADE AUTO REP ATTRACTION;29.806;
7790520001801;GLADE ACEITE REP MANZANA Y CANELA;31.741;
7790520001856;GLADE ACEITE REP MIX (SPA+I LOVE Y);31.741;
7790520002013;BRISHINE x  250 CREMA;5.231;
7790520002044;GLADE SENSATIONS CAR FULL M CA;36.144;
7790520002068;GLADE SENSATIONS CAR FULL NECT;36.144;
7790520002082;GLADE AUTO FULL F PERFECTION;33.269;
7790520002112;GLADE AUTO REP FLORAL PERFECTION;29.806;
7790520002136;GLADE SENSATIONS REP FLORAL P;20.554;
7790520002150;GLADE GLASS SENSAT FULL FLORAL PE;34.497;
7790520002167;GLADE ACEITE FULL FLORAL PERFECTION;38.306;
7790520002174;GLADE ACEITE REP FLORAL PERFECTION;31.741;
7790520002303;OFF REPEL CREMA x200 ;17.889;
7790520002358;GLADE ACEITE REP LAVANDA;31.741;
7790520002365;GLADE ACEITE REP MAÑANA DE CAMPO;31.741;
7790520002402;OFF REPEL SPRAY STD BP x 200;26.769;
7790520002549;M MUS BLOQUE MOCHILA TWIN x 96G;19.590;
7790520003355;BLEM PISOS PLASTIFICADOS  DP;11.341;
7790520003379;RAID TAB LARGA DUR X  24 FRESCH;16.236;
7790520003676;GLADE SENSATIONS REP I LOVE YOU;20.554;
7790520004055;GLADE SENSATIONS REP M CAMPO;20.554;
7790520004079;GLADE AUTOMATICO FULL MANZANA;134.326;
7790520004086;GLADE AUTOMATICO REP LAVANDA;45.575;
7790520004093;GLADE AUTOMATICO REP HAW. BRE;45.575;
7790520004109;GLADE AUTOMATICO REP ALGODÓN;45.575;
7790520004147;GLADE AUTOMATICO REP MANZANA;45.575;
7790520004208;GLADE SENSATIONS REP PARAISO AZUL;20.554;
7790520004215;GLADE SENSE SPRAY REP PARAISO AZ;37.292;
7790520004222;GLADE AUTO REP PARAISO AZUL;29.806;
7790520004239;GLADE ACEITE REP PARAISO AZUL;31.741;
7790520004307;BLEM  x 235 AERO ELECTRONICX;17.528;
7790520004376;RAID 45 NOCHES REPUESTO ;31.203;
7790520004383;RAID 45 NOCHES APARATO + REPUES;35.117;
7790520004406;FUYI  45 N. APARATO;36.171;
7790520004413;FUYI  45 N. REPUESTO;32.138;
7790520004437;GLADE x 360 AERO PARAISO AZUL;9.076;
7790520004437;GLADE TOQUE REP PARAISO AZUL;10.701;
7790520004482;GLADE ESENCIAS FLORAL;22.143;
7790520004499;GLADE ESENCIAS PRIMAVERA;22.143;
7790520004505;GLADE ESENCIAS BRISA DEL MAR;22.143;
7790520004567;GLADE SENSATIONS BAÑO FULL HARMO;31.049;
7790520004574;GLADE SENSATIONS BAÑO FULL LAVAN;#VALUE!;
7790520004741;FUYI TABLETAS 4x20x16;11.855;
7790520004758;FUYI TABLETAS 4X20X28;20.419;
7790520005168;MR MUSCULO CREMA x 450 FLORAL P;9.734;
7790520005298;MM GLADE LIMP LIQ x 900 PARAI AZUL;8.378;
7790520005311;MM GLADE LIMP LIQ x 1800 PARAI AZU;15.228;
7790520005588;GLADE X 360 AERO NARANJA Y ESP;0.000;
7790520005595;GLADE X 360 AERO CALIDEZ HOGAR;0.000;
7790520005618;GLADE TOQUE REP NARANJA Y ESP;10.701;
7790520005625;GLADE TOQUE REP CALIDEZ HOGAR;10.701;
7790520005632;GLADE ACEITE REP NARANJA Y ESPE;0.000;
7790520005649;GLADE ACEITE REP CALIDEZ HOGAR;0.000;
7790520005939;M MUS ADHESIVO 30 gr MAÑ CAMPO;6.902;
7790520006059;RAID 45 NOCHES ADVANCE FULL "NUEVO";57.216;
7790520006370;MR MUSCULO CREMA x 450 Desinfect;12.979;
7790520007711;RAID MMM DOBLE ACCION x 400ML;19.630;
7790520007810;FUYI MMM AEROSOL x 400;13.396;
7790520008435;MM GLADE LIMP LIQ x 900 BOS ENCANT;8.378;
7790520008435;MM GLADE LIMP LIQ x 900 T MORAS;8.378;
7790520009050;BLEM PISOS PLASTIFICADOS DP FLORAL;11.341;
7790520009623;LYSOFORM x 390 AERO FLORAL;16.461;
7790520010520;RAID EXTERMINADOR  AERO x 400;15.615;
7790520011732;RAID ANTIPOL. CONTINUO PERCHA x 2 Uni;24.252;
7790520011770;RAID ANTIPOLILLA x 400;23.241;
7790520018021;BLEM CERA  P/MAD.  x 900 UNIVERSAL;31.713;
7790520018038;BLEM CERA  P/MAD.  x 900 R CLARO;31.713;
7790520018045;BLEM CERA  P/MAD.  x 900 R OSCURO;31.713;
7790520030047;RAID MATAPULGAS AERO x 400;47.941;
7790520145208;RAID TAB AP MAZDA S/CABLE;19.052;
7790520146205;FUYI  APAR C/ CABLE ;47.812;
7790520150509;MM GEL LIMPIADOR C/ LAVAND.x 500;14.805;
7790520155047;MM MULTIUSO D PACK x 500;6.486;
7790520155246;MM ANTIG  COCINA D PACK x 500 ;3.771;
7790520155450;RAID TAB LARGA DUR  X 24;16.236;
7790520155702;RAID TAB LARGA DUR  X 12;8.189;
7790520161055;OFF AEROSOL x 165;23.047;
7790520161918;FUYI TABLETAS 10 x 120;86.657;
7790520200303;KLARO  AEROSOL x 400;16.290;
7790520200716;KLARO  GATILLO x 500;24.380;
7790520200723;KLARO  REPUESTO x 500;11.435;
7790520221001;ECHO  x 2L TRADICIONAL;42.717;
7790520222701;ECHO  x 5L TRADICIONAL;71.321;
7790520270733;GLO COT CERA P/MADERA NATURAL;23.049;
7790520508485;RAID MMM x 400CM3;16.905;
7790520508607;RAID MMM SIN OLOR;20.023;
7790520550507;MM MULTIUSO REPUESTO x 500;10.300;
7790520552006;MM ANTIG. COCINA GATILLO x 500;11.446;
7790520552501;MM ANTIG. COCINA  REPUESTO x 500;8.367;
7790520552808;MM CANASTA LIQ. AP. MARINA x 55CC;19.176;
7790520552815;MM CANASTA LIQ. REP. MARINA x 55CC;16.392;
7790520552839;MM CANASTA LIQ. REP. PINO x 55CC;16.392;
7790520552877;GLADE CAN.LIQ. FULL LAVANDA ;20.451;
7790520552891;GLADE CAN.LIQ. REP. LAVANDA;17.535;
7790520802170;ZIPLOC C/CIERRE DENT GDE 27x28x5U;9.114;
7790520803405;ZIPLOC FILM REPUESTO x 10 MTS.;11.862;
7790520972200;GLADE TOQUE FULL LAVANDA;16.377;
7790520972255;GLADE TOQUE REP. LAVANDA;10.701;
7790520981882;LYSOFORM CAN LIQ P/ INOD RPTO.;16.564;
7790520981936;BLEM  x 400 AERO MARRON;21.140;
7790520981967;MM LIMPIAHORNOS AERO x 400ML;18.736;
7790520981974;BRISHINE x  400 AEROSOL;12.574;
7790520982001;BLEM  x 2L INCOLORO;0.000;
7790520982056;BLEM  x 5L BIDON INCOLORO;102.842;
7790520982100;RAID MAX AEROSOL x 400;23.812;
7790520982261;GLADE TOQUE REP. BEBE;10.701;
7790520982278;KLARO REPUESTO DOY PACK x 500;5.291;
7790520984357;BLEM  x 400 AERO NARANJA;21.140;
7790520984371;MM ANTIG NARANJA REPUESTO x 500;9.620;
7790520984401;ZIPLOC S/CIERRE E-GDE. 35X57CM X10U;9.114;
7790520984418;ZIPLOC S/CIERRE GDE. 25X35CM X20U;9.114;
7790520984524;MM ANTIG NARANJA D PACK x 500;6.929;
7790520984579;BAYGON CEBOS CUCARA x 4;11.926;
7790520984616;MM ANTIG. COCINA D PACK x 900;8.559;
7790520984623;MM MULTIUSO D PACK x 900;12.755;
7790520984630;KLARO REPUESTO DOY PACK x 900;10.667;
7790520985019;GLADE TOQUE REP TWIN PACK LAVANDA;20.204;
7790520985163;GLADE TOQUE FULL COCINA (T&F CITRIC);16.377;
7790520985170;GLADE TOQUE REP COCINA (T&F CITRIC);10.701;
7790520985194;GLADE CANASTA 2 EN 1 REPUESTO x 35G;10.448;
7790520985323;ZIPLOC C/CIERRE DENT. PEQ. 18X20CM X8U;9.114;
7790520985323;ZIPLOC CIERRE DESLIZ GRANDES X 4 U;9.114;
7790520985330;ZIPLOC CIERRE DESLIZ PEQ X 6 U;9.114;
7790520985347;BAYGON JERINGA x 6G;29.253;
7790520985485;GLADE ULTRA CAMPOS DE LAVANDA;12.152;
7790520985515;GLADE ULTRA SPA x 120;12.152;
7790520985675;MR MUSCULO OXY POWER POLVO x 250G.;21.466;
7790520985743;GLADE  x 360 AERO LAVANDA;9.076;
7790520985750;GLADE  x 360 AERO CAM DE JAZMIN;9.076;
7790520985781;GLADE x 360 AERO I LOVE YOU ;9.076;
7790520985798;GLADE x 360 AERO CA DE ALGODON;9.076;
7790520985804;GLADE x 360 AERO CARICIAS DE BEBE ;9.076;
7790520985811;GLADE  x 360 AERO ANTITABACO;9.076;
7790520985910;MM PRELAVADO OXYPOWER GATILLO x 500;17.981;
7790520985934;MM PRELAVADO OXYPOWER DP x 500;9.434;
7790520985941;LYSOFORM x 327 AERO CITRICO;16.461;
7790520986030;MM ANTIG NARANJA GATILLO x 500;15.280;
7790520986139;GLADE TOQUE REP. SPA;10.701;
7790520986146;GLADE TOQUE REP. I LOVE YOU;10.701;
7790520986153;RAID CASA Y JARDIN AERO x 360;19.630;
7790520986160;RAID MAX JERINGA GEL x 3G;22.782;
7790520986382;ECHO  x 500  D PACK;8.994;
7790520986405;BLEM  x 450 D PACK INCOLORO;15.166;
7790520986429;BLEM  x 450 D PACK ROJO;15.166;
7790520986443;CERAMICOL  x 500 D PACK ;9.036;
7790520986467;BLEM  x 500 D PACK REVOLUTION;18.726;
7790520986481;LYSOFORM  x 450 D PACK ORIGINAL;7.934;
7790520986504;LYSOFORM .x 450 D PACK BEBE;7.934;
7790520986542;LYSOFORM  x 450 D PACK CITRICA;7.934;
7790520986603;ECHO  x 1L TRADICIONAL;21.583;
7790520986610;ECHO  x 1L LAVANDA;21.583;
7790520986627;ECHO LISTO  x 1L LAVANDA;16.187;
7790520986634;ECHO LISTO  x 1L FLORAL;16.187;
7790520986641;ECHO LISTO  x 1L NARANJA;16.187;
7790520986658;BLEM  x 1L INCOLORO;30.274;
7790520986665;BLEM  x 1L ROJO;30.274;
7790520986672;BLEM  x 1L NEGRO;30.274;
7790520986689;BLEM  x 1L  ACRILICO;37.863;
7790520986702;BLEM  x 1L REVOLUTION;32.680;
7790520986726;CERAMICOL  x 1L INCOLORO;18.254;
7790520986733;CERAMICOL  x 1L ROJO;18.254;
7790520986740;CERAMICOL  x 1L NEGRO;18.254;
7790520986757;BLEM PISOS PLASTIFICADOS x 1L;22.230;
7790520986764;GLADE  x 360 AERO SPA;9.076;
7790520986771;RAID SIST EXTERM. CEBO EST x 6;19.582;
7790520986788;LYSOFORM x 360 AERO CLASICO;16.461;
7790520986795;LYSOFORM x 360 AERO AIRE DE MONTANA;16.461;
7790520986801;LYSOFORM x 360 AERO BEBE;16.461;
7790520986818;MM PRELAVADO GEL ACTIVO GATILLO ;21.223;
7790520986825;MM DESTRUCTOR DE SUCIED GATILLO*500;25.576;
7790520986832;MM PRELAVADO GEL ACTIVO DP x 400 ML;10.491;
7790520986856;GLADE AUTO REP ACQUA;29.806;
7790520987020;LYSOFORM BAÑO ACC TOTAL GAT X 500;22.415;
7790520987037;LYSOFORM BAÑO ACC TOTAL D.PACK x 500;9.402;
7790520987044;LYSOFORM COCINA ANTIG. GAT X 500;19.734;
7790520987051;LYSOFORM COCINA ANTIG. D.P. X 500;9.804;
7790520987105;GLADE CANASTA P/ INOD FULL 4 FRAG;6.328;
7790520987112;GLADE CANASTA P/ INOD REP 4 FRAG;5.214;
7790520987136;GLADE AUTO REP I LOVE YOU;29.806;
7790520987167;GLADE AUTO FULL NEUTRALIZDOR;33.269;
7790520987297;BLEM  x 400 AERO LAVANDA;21.140;
7790520987358;MM ANTIG NARANJA D PACK x 900;12.580;
7790520987365;MR MUSCULO OXY POWER POLVO x 400G;32.161;
7790520987389;GLADE x 360 AERO B DE LAS CUMBRES ;9.076;
7790520987426;GLADE TOQUE REP. BRISA  DE LAS CUMBRES;10.701;
7790520987433;LYSOFORM  x 900 ORIGINAL BOTELLA;12.367;
7790520987440;LYSOFORM  x 800 D PACK ORIGINAL;10.958;
7790520987457;LYSOFORM .x 450 D PACK LAVANDA;7.934;
7790520987464;LYSOFORM  x 450 D PACK  A MONTAÑA;7.934;
7790520987488;M MUS BLOQUE MOCHILA AZUL x 45G;12.471;
7790520987600;GLADE PASTILLA INODOROS LAVANDA;5.262;
7790520987617;GLADE SENSATIONS REP ALGODÓN;20.554;
7790520987891;M MUS ADHESIVO 30 gr LAVANDA;6.902;
7790520988003;GLADE TOQUE FULL MAÑANA DE CAMPO;16.377;
7790520988010;GLADE TOQUE REP. MAÑANA DE CAMPO;10.701;
7790520988218;GLADE CAN.LIQ. FULL MAÑANA DE CAMPO;20.451;
7790520988225;GLADE CAN.LIQ. REP. MAÑANA DE CAMPO;17.535;
7790520988232;LYSOFORM CAN LIQ ELIM OLOR FULL;21.305;
7790520988249;LYSOFORM CAN LIQ ELIM OLOR RPTO;17.401;
7790520988300;GLADE ACEITE FULL MIX (MC-VA-HAR);38.306;
7790520988355;GLADE AUTO REP VAINILLA;29.806;
7790520988430;GLADE x 360 AERO MAÑA DE CAMPO;9.076;
7790520988454;GLADE x 360 AERO POTPURRI;9.076;
7790520988461;GLADE TOQUE REP TWIN PACK POTPOURRI;20.204;
7790520988478;GLADE TOQUE REP POTPOURRI ;10.701;
7790520988492;GLADE PASTILLA INODOROS BRISA-PINO;5.262;
7790520988515;GLADE PASTILLA INODOROS M DE CAMPO;5.262;
7790520988539;RAID TAB AP C/CABLE ;40.774;
7790520988546;GLADE CAN.LIQ. REP. BRISA DE CUMBRES;17.535;
7790520988997;BLEM  x 450 D PACK FLORAL;15.166;
7790520989000;BLEM  x 1L FLORAL;30.274;
7790520989048;LYSOFORM MANUAL INOD.GEL 500ML;12.779;
7790520989055;LYSOFORM MANUAL INOD GEL LAVANDA;12.779;
7790520989079;MM MULTIUSO GATILLO x 500 F ROJOS;17.107;
7790520989086;MM MULTIUSO D PACK x 500 F ROJOS;7.794;
7790520989093;MM MULTIUSO D PACK x 900 F ROJOS;13.391;
7790520989109;M.MUS BAÑO GATILLO 500;24.633;
7790520989116;M.MUS BAÑO D.PACK 500;10.996;
7790520989123;M.MUS BAÑO D.PACK 900;18.337;
7790520989185;MM MULTIUSO REPUESTO x 500 F ROJOS;12.117;
7790520989215;GLADE SENSATIONS REP NECTAR FLORES;20.554;
7790520989222;GLADE SENSATIONS REP HARMONY;20.554;
7790520989239;GLADE SENSATIONS REP LAVANDA;20.554;
7790520989246;GLADE GLASS SCENTS FULL HARMONY;34.497;
7790520989277;GLADE x 360 AERO HARMONY;9.076;
7790520989413;GLADE x 360 AERO FLORAL PERFECTION;9.076;
7790520989420;GLADE TOQUE FULL FLORAL PERFECTION;16.377;
7790520989437;GLADE TOQUE REP FLORAL PERFECTION;10.701;
7790520989451;GLADE SENSATIONS ELECTRIC M CAMPO;34.652;
7790520989468;GLADE SENSATIONS ELECTRIC N FLORES;34.652;
7790520989604;M MUS ADHESIVO 30 gr MARINA;6.902;
7790520989611;M MUS ADHESIVO 30 gr CITRICA;6.902;
7790520989772;M MUS DISCOS ACTIVOS FULL LAVANDA;21.961;
7790520989789;M MUS DISCOS ACTIVOS RPTO LAVANDA;17.633;
7790520995508;GLADE ULTRA I LOVE YOU x 120;12.152;
7799197300000;OFF CREMA x 60;5.311;
7805050148244;LYSOFORM BLOQUE PARA MOCHILA;13.473;
8002030138250;GLADE DEO SMILE 8CITR-4BRISA;13.648;
8002030138281;GLADE DEO SMILE VAINILLA-FISH;13.785;